"Year","Month","Keyword","Frequency"
1992,3,star formation,1
1992,3,star formation rate,1
1992,3,stars: atmospheres,1
1992,3,stars: binaries: eclipsing,1
1992,3,stars: chromospheres,1
1992,3,stars: giants,1
1992,3,stars: individual alphanumeric: sn 1987a,1
1992,3,stars: individual constellation name: ai phoenicis,1
1992,3,stars: individual henry draper number: hd 6833,1
1992,3,stars: interiors,1
1992,3,stars: population ii,1
1992,3,stars: supernovae: general,1
1992,3,statistical analysis,1
1992,3,stellar atmospheres,1
1992,3,stellar magnitude,1
1992,3,stellar oscillations,1
1992,3,stellar radiation,1
1992,3,stellar structure,1
1992,3,stony meteorites,1
1992,3,sun,1
1992,3,sunspots,1
1992,3,superhigh frequencies,1
1992,3,supernova 1987a,1
1992,3,synchrotron radiation,1
1992,3,taylor instability,1
1992,3,techniques: photometric,1
1992,3,techniques: radial velocities,1
1992,3,templates,1
1992,3,thermal instability,1
1992,3,three dimensional models,1
1992,3,tomography,1
1992,3,transition probabilities,1
1992,3,trapped particles,1
1992,3,turbulence,1
1992,3,two dimensional models,1
1992,3,ubv spectra,1
1992,3,ultrahigh frequencies,1
1992,3,ultraviolet photometry,1
1992,3,ultraviolet radiation,1
1992,3,ultraviolet spectroscopy,1
1992,3,variability,1
1992,3,variable stars,1
1992,3,very long base interferometry,1
1992,3,vibration mode,1
1992,3,wave generation,1
1992,3,wavelengths,1
1992,3,x ray binaries,1
1992,3,x-rays: galaxies,1
1992,4,02.60.+y,1
1992,4,11.10.qr,1
1992,4,31.20.di,1
1992,4,ammonia,1
1992,4,angular distribution,1
1992,4,angular momentum,1
1992,4,angular resolution,1
1992,4,annuli,1
1992,4,asteroid belts,1
1992,4,astrometry,1
1992,4,astronomical spectroscopy,1
1992,4,asymmetry,1
1992,4,asymptotic giant branch stars,1
1992,4,atomic and molecular physics,1
1992,4,atomic collisions,1
1992,4,atomic processes,1
1992,4,balloon-borne instruments,1
1992,4,bl lacertae objects,1
1992,4,black body radiation,1
1992,4,calibrating,1
1992,4,carbon monoxide,1
1992,4,cepheid variables,1
1992,4,continuous radiation,1
1992,4,cosmic background explorer satellite,1
1992,4,cosmology,1
1992,4,cosmology: cosmic microwave background,1
1992,4,cosmology: dark matter,1
1992,4,cosmology: distance scale,1
1992,4,cosmology: large-scale structure of universe,1
1992,4,dark matter,1
1992,4,daytime,1
1992,4,dimensional measurement,1
1992,4,dissociation,1
1992,4,distance,1
1992,4,dust,1
1992,4,efficiency,1
1992,4,electric field strength,1
1992,4,electron recombination,1
1992,4,electron-positron pairs,1
1992,4,elliptical galaxies,1
1992,4,extinction,1
1992,4,extraterrestrial radiation,1
1992,4,extreme ultraviolet radiation,1
1992,4,far infrared radiation,1
1992,4,faraday effect,1
1992,4,focusing,1
1992,4,galactic mass,1
1992,4,galactic nuclei,1
1992,4,galaxies,1
1992,4,galaxies: cooling flows,1
1992,4,galaxies: distances and redshifts,1
1992,4,galaxies: evolution,1
1992,4,galaxies: formation,1
1992,4,galaxies: fundamental parameters,1
1992,4,galaxies: individual ngc number: ngc 1614,1
1992,4,galaxies: individual ngc number: ngc 7469,1
1992,4,galaxies: luminosity function,1
1992,4,galaxies: nuclei,1
1992,4,galaxy: center,1
1992,4,galaxy: globular clusters: general,1
1992,4,gamma ray astronomy,1
1992,4,giant stars,1
1992,4,globular clusters,1
1992,4,gravitation,1
1992,4,gravitational fields,1
1992,4,gravitational waves,1
1992,4,ground state,1
1992,4,h ii regions,1
1992,4,halos,1
1992,4,hertzsprung-russell diagram,1
1992,4,high resolution,1
1992,4,hubble diagram,1
1992,4,image resolution,1
1992,4,infrared photometry,1
1992,4,infrared spectra,1
1992,4,infrared: interstellar: continuum,1
1992,4,infrared: stars,1
1992,4,instabilities,1
1992,4,interstellar chemistry,1
1992,4,interstellar magnetic fields,1
1992,4,ion production rates,1
1992,4,ism: dust,1
1992,4,ism: h ii regions,1
1992,4,ism: individual (serpens),1
1992,4,ism: individual alphanumeric: g5.89-0.39,1
1992,4,ism: molecules,1
1992,4,ism: planetary nebulae: general,1
1992,4,iue,1
1992,4,jacobi integral,1
1992,4,jet flow,1
1992,4,jupiter (planet),1
1992,4,light curve,1
1992,4,light scattering,1
1992,4,line shape,1
1992,4,line: formation,1
1992,4,logarithms,1
1992,4,luminosity,1
1992,4,magnetohydrodynamic stability,1
1992,4,main sequence stars,1
1992,4,mass distribution,1
1992,4,mass function,1
1992,4,mass to light ratios,1
1992,4,massive stars,1
1992,4,maximum likelihood estimates,1
1992,4,metastable state,1
1992,4,methods: numerical,1
1992,4,microchannel plates,1
1992,4,milky way galaxy,1
1992,4,molecular energy levels,1
1992,4,molecular flow,1
1992,4,molecular gases,1
1992,4,molecular ions,1
1992,4,monte carlo method,1
1992,4,neutrinos,1
1992,4,nonequilibrium thermodynamics,1
1992,4,nuclear fusion,1
1992,4,orbital elements,1
1992,4,orion constellation,1
1992,4,oxygen atoms,1
1992,4,perturbation theory,1
1992,4,photocathodes,1
1992,4,photosphere,1
1992,4,point sources,1
1992,4,potential energy,1
1992,4,protostars,1
1992,4,quenching (cooling),1
1992,4,radiant flux density,1
1992,4,radiative transfer,1
1992,4,radio continuum: galaxies,1
1992,4,radio galaxies,1
1992,4,radio jets (astronomy),1
1992,4,radio sources (astronomy),1
1992,4,radio spectra,1
1992,4,reaction kinetics,1
1992,4,readout,1
1992,4,relic radiation,1
1992,4,rotating plasmas,1
1992,4,runge-kutta method,1
1992,4,rydberg series,1
1992,4,seyfert galaxies,1
1992,4,sky surveys (astronomy),1
1992,4,slender bodies,1
1992,4,solar magnetic field,1
1992,4,solar orbits,1
1992,4,spatial distribution,1
1992,4,starburst galaxies,1
1992,4,stark effect,1
1992,4,stars: binaries: spectroscopic,1
1992,4,stars: coronae,1
1992,4,stars: fundamental parameters,1
1992,4,stars: neutron,1
1992,4,stars: oscillations,1
1992,4,stars: pre-main sequence,1
1992,4,stars: supernovae: general,1
1992,4,stars: variables: cepheids,1
1992,4,stars: variables: other rr lyrae,1
1992,4,stellar coronas,1
1992,4,stellar magnetic fields,1
1992,4,stellar magnitude,1
1992,4,stellar motions,1
1992,4,stellar oscillations,1
1992,4,stellar rotation,1
1992,4,stellar spectrophotometry,1
1992,4,stellar winds,1
1992,4,sun: magnetic fields,1
1992,4,sun: transition region,1
1992,4,sun: uv radiation,1
1992,4,supernova 1987a,1
1992,4,supernovae,1
1992,4,telescopes,1
1992,4,three dimensional models,1
1992,4,toroidal plasmas,1
1992,4,ultraviolet spectra,1
1992,4,ultraviolet: stars,1
1992,4,velocity distribution,1
1992,4,very large array (vla),1
1992,4,very long base interferometry,1
1992,4,voids,1
1992,4,x-rays: galaxies,1
1992,5,02.60.+y,1
1992,5,03.65.-w,1
1992,5,42.50.md,1
1992,5,95.30.-k,1
1992,5,95.85.hp,1
1992,5,97.10.ha,1
1992,5,active galactic nuclei,1
1992,5,and rock chemistry: igneous petrology,1
1992,5,andromeda galaxy,1
1992,5,association reactions,1
1992,5,astronomical polarimetry,1
1992,5,atmosphere,1
1992,5,atmospheric composition and structure: airglow and aurora,1
1992,5,atmospheric composition and structure: thermosphere-composition and chemistry,1
1992,5,atomic and molecular physics,1
1992,5,balmer series,1
1992,5,basalt,1
1992,5,binaries: spectroscopic,1
1992,5,blue stars,1
1992,5,broadband,1
1992,5,bubbles,1
1992,5,center of mass,1
1992,5,cepheid variables,1
1992,5,cepheids,1
1992,5,chaos,1
1992,5,charged particles,1
1992,5,chronology,1
1992,5,color-magnitude diagram,1
1992,5,computer programs,1
1992,5,cosmic dust,1
1992,5,cosmology: dark matter,1
1992,5,cosmology: large-scale structure of universe,1
1992,5,current sheets,1
1992,5,dark matter,1
1992,5,data processing,1
1992,5,degrees of freedom,1
1992,5,dust,1
1992,5,earth mantle,1
1992,5,energy dissipation,1
1992,5,extragalactic radio sources,1
1992,5,flux density,1
1992,5,frequency distribution,1
1992,5,fundamental aspects of astrophysics,1
1992,5,galactic bulge,1
1992,5,galactic radiation,1
1992,5,galaxies: active,1
1992,5,galaxies: bl lacertae objects: general,1
1992,5,galaxies: individual ngc number: ngc 4151,1
1992,5,galaxies: nuclei,1
1992,5,galaxies: quasars: general,1
1992,5,galaxies: seyfert,1
1992,5,galaxies: stellar content,1
1992,5,gas ionization,1
1992,5,geochemistry,1
1992,5,geomagnetism and paleomagnetism: paleomagnetism applied to tectonics,1
1992,5,geophysics,1
1992,5,globular clusters,1
1992,5,gravitational effects,1
1992,5,h i regions,1
1992,5,h ii regions,1
1992,5,hamiltonian functions,1
1992,5,high resolution,1
1992,5,hot stars,1
1992,5,hydrogen recombinations,1
1992,5,incompressible fluids,1
1992,5,infrared,1
1992,5,infrared astronomy,1
1992,5,infrared astronomy satellite,1
1992,5,interstellar gas,1
1992,5,ism: bubbles,1
1992,5,ism: h ii regions,1
1992,5,iue,1
1992,5,least squares method,1
1992,5,light curve,1
1992,5,line spectra,1
1992,5,low temperature physics,1
1992,5,luminosity,1
1992,5,magnetic dipoles,1
1992,5,magnetic field reconnection,1
1992,5,magnetic moments,1
1992,5,magnetohydrodynamics,1
1992,5,magnetohydrodynamics: mhd,1
1992,5,magnetospheric physics: energetic particles,1
1992,5,main sequence stars,1
1992,5,masers,1
1992,5,mineralogy,1
1992,5,molecular energy levels,1
1992,5,molecular excitation,1
1992,5,molecular rotation,1
1992,5,morphology,1
1992,5,near infrared radiation,1
1992,5,nitrogen atoms,1
1992,5,nonthermal radiation,1
1992,5,novae,1
1992,5,optical transient phenomena: quantum beats photon echo free-induction decay dephasings and revivals optical nutation and self-induced transparency,1
1992,5,oxygen atoms,1
1992,5,paleomagnetism,1
1992,5,particle diffusion,1
1992,5,perturbation,1
1992,5,perturbation theory,1
1992,5,petrology,1
1992,5,photons,1
1992,5,planetology: fluid planets: atmospheres-composition and chemistry,1
1992,5,plasma physics,1
1992,5,polarized radiation,1
1992,5,position (location),1
1992,5,power spectra,1
1992,5,quantum mechanics,1
1992,5,r coronae borealis stars,1
1992,5,radial distribution,1
1992,5,radiative recombination,1
1992,5,radio continuum: interstellar,1
1992,5,radio continuum: stars,1
1992,5,radio lines: atomic,1
1992,5,radio observation,1
1992,5,radio sources (astronomy),1
1992,5,reaction kinetics,1
1992,5,satellite observation,1
1992,5,sedimentary rocks,1
1992,5,solar atmosphere,1
1992,5,solar corona,1
1992,5,solar flares,1
1992,5,solar magnetic field,1
1992,5,solar physics,1
1992,5,solar x-rays,1
1992,5,southern sky,1
1992,5,spaceborne astronomy,1
1992,5,spacecraft instrumentation,1
1992,5,spatial distribution,1
1992,5,spatial resolution,1
1992,5,spectroscopy,1
1992,5,spectrum analysis,1
1992,5,spiral galaxies,1
1992,5,star distribution,1
1992,5,stars: abundances,1
1992,5,stars: circumstellar matter,1
1992,5,stars: distances,1
1992,5,stars: emission-line,1
1992,5,stars: formation,1
1992,5,stars: mass loss,1
1992,5,statistical analysis,1
1992,5,stellar color,1
1992,5,stellar composition,1
1992,5,stellar envelopes,1
1992,5,stellar mass accretion,1
1992,5,stellar mass ejection,1
1992,5,stellar winds,1
1992,5,stratigraphy,1
1992,5,subdwarf stars,1
1992,5,subdwarfs,1
1992,5,sun: flares,1
1992,5,sun: magnetic fields,1
1992,5,supernova remnants,1
1992,5,supernovae,1
1992,5,supernovae: individual: sn 1991t,1
1992,5,surveys,1
1992,5,symbiotic stars,1
1992,5,tectonics,1
1992,5,tectonophysics: general or miscellaneous,1
1992,5,tectonophysics: plate boundary structures and processes,1
1992,5,thermonuclear reactions,1
1992,5,trapped,1
1992,5,ultraviolet photography,1
1992,5,universe,1
1992,5,variability,1
1992,5,velocity distribution,1
1992,5,very large array (vla),1
1992,5,very long base interferometry,1
1992,5,visual observation,1
1992,5,voids,1
1992,5,volcanoes,1
1992,5,water masers,1
1992,5,wave-particle interactions,1
1992,5,white dwarf stars,1
1992,5,x ray imagery,1
1992,5,x ray telescopes,1
1992,5,x rays,1
1992,5,x-rays: galaxies,1
1992,5,x-rays: general,1
1992,5,x-rays: stars,1
1992,6,05.70.-a,1
1992,6,05.70.ce,1
1992,6,33.70.-w,1
1992,6,34.50.-s,1
1992,6,35.20.gs,1
1992,6,abundance,1
1992,6,active satellites,1
1992,6,adaptive optics,1
1992,6,allende meteorite,1
1992,6,astronomy,1
1992,6,atlases,1
1992,6,atmospheric effects,1
1992,6,atmospheric turbulence,1
1992,6,atomic clocks,1
1992,6,b stars,1
1992,6,bremsstrahlung,1
1992,6,calibrating,1
1992,6,carbon monoxide,1
1992,6,carbonaceous chondrites,1
1992,6,catalogs,1
1992,6,ccd,1
1992,6,charge coupled devices,1
1992,6,chemical bonds,1
1992,6,china,1
1992,6,chondrites,1
1992,6,chondrule,1
1992,6,chromites,1
1992,6,circular orbits,1
1992,6,color,1
1992,6,communications and radar,1
1992,6,cosmic x rays,1
1992,6,coulomb potential,1
1992,6,coupled modes,1
1992,6,deep space,1
1992,6,diffuse radiation,1
1992,6,dipoles,1
1992,6,dwarf novae,1
1992,6,eclipses,1
1992,6,eclipsing binary stars,1
1992,6,einstein equations,1
1992,6,electric dipoles,1
1992,6,electric fields,1
1992,6,electrical properties,1
1992,6,electromagnetic fields,1
1992,6,electromagnetic radiation,1
1992,6,electron plasma,1
1992,6,elliptical galaxies,1
1992,6,energetic particles,1
1992,6,ephemerides,1
1992,6,eureca (esa),1
1992,6,european space programs,1
1992,6,fabrication,1
1992,6,fractals,1
1992,6,franck-condon principle,1
1992,6,frequency measurement,1
1992,6,frequency stability,1
1992,6,frequency standards,1
1992,6,frequency synchronization,1
1992,6,galactic clusters,1
1992,6,galactic evolution,1
1992,6,galactic nuclei,1
1992,6,galactic structure,1
1992,6,galaxies: distances and redshifts,1
1992,6,galaxies: individual ngc number: ngc 1068,1
1992,6,galaxies: individual ngc number: ngc 5548,1
1992,6,galaxies: jets,1
1992,6,galaxies: kinematics and dynamics,1
1992,6,galaxies: nuclei,1
1992,6,galaxies: photometry,1
1992,6,galaxies: quasars: emission lines,1
1992,6,galaxies: spiral,1
1992,6,galaxy: stellar content,1
1992,6,galaxy: structure,1
1992,6,gas dissociation,1
1992,6,gas dynamics,1
1992,6,geomagnetism,1
1992,6,glass fibers,1
1992,6,h alpha line,1
1992,6,h beta line,1
1992,6,h ii regions,1
1992,6,heao 2,1
1992,6,high resolution,1
1992,6,hydrocarbons,1
1992,6,hydrogen masers,1
1992,6,hyperfine structure,1
1992,6,image enhancement,1
1992,6,inclusions,1
1992,6,infrared astronomy satellite,1
1992,6,infrared photometry,1
1992,6,infrared: galaxies,1
1992,6,instrumentation and photography,1
1992,6,instrumentation: interferometers,1
1992,6,intensities and shapes of molecular spectral lines and bands,1
1992,6,interferometry,1
1992,6,intermolecular forces,1
1992,6,interstellar matter,1
1992,6,ism: h ii regions,1
1992,6,ism: individual alphanumeric: afgl 437,1
1992,6,ism: individual alphanumeric: afgl 5142,1
1992,6,ism: individual alphanumeric: afgl 5157,1
1992,6,ism: jets and outflows,1
1992,6,kolmogoroff theory,1
1992,6,lasers and masers,1
1992,6,lennard-jones potential,1
1992,6,low frequencies,1
1992,6,luminosity,1
1992,6,main sequence stars,1
1992,6,masers,1
1992,6,metastable state,1
1992,6,microchannel plates,1
1992,6,microstructure,1
1992,6,microwave transmission,1
1992,6,mineralogy,1
1992,6,molecular clouds,1
1992,6,molecular energy levels,1
1992,6,molecular spectroscopy,1
1992,6,morse potential,1
1992,6,nasa space programs,1
1992,6,near infrared radiation,1
1992,6,novae,1
1992,6,olivine,1
1992,6,optical fibers,1
1992,6,pencil beams,1
1992,6,petrography,1
1992,6,poles,1
1992,6,proportional counters,1
1992,6,quasars,1
1992,6,radiative lifetime,1
1992,6,radio astronomy,1
1992,6,radio jets (astronomy),1
1992,6,range and range rate tracking,1
1992,6,resonance,1
1992,6,scattering of atoms and molecules,1
1992,6,seeing (astronomy),1
1992,6,sky surveys (astronomy),1
1992,6,solar activity,1
1992,6,solar atmosphere,1
1992,6,solar corona,1
1992,6,solar heating,1
1992,6,solar physics,1
1992,6,space communication,1
1992,6,spaceborne astronomy,1
1992,6,spectral energy distribution,1
1992,6,spectral resolution,1
1992,6,spinel,1
1992,6,star formation,1
1992,6,starburst galaxies,1
1992,6,stars: individual constellation name: yy draconis,1
1992,6,stars: novae,1
1992,6,stars: oscillations,1
1992,6,stars: white dwarfs,1
1992,6,stellar envelopes,1
1992,6,stellar evolution,1
1992,6,stellar luminosity,1
1992,6,stellar magnitude,1
1992,6,stellar oscillations,1
1992,6,stellar physics,1
1992,6,stellar radiation,1
1992,6,stellar spectra,1
1992,6,stellar spectrophotometry,1
1992,6,stimulated emission,1
1992,6,supernovae,1
1992,6,systems engineering,1
1992,6,techniques: image processing,1
1992,6,techniques: photometric,1
1992,6,techniques: spectroscopic,1
1992,6,technology utilization,1
1992,6,telescopes,1
1992,6,thermal emission,1
1992,6,thermodynamic functions and equations of state,1
1992,6,thermodynamics,1
1992,6,time,1
1992,6,time measurement,1
1992,6,transparence,1
1992,6,turbulence,1
1992,6,ultraviolet photometry,1
1992,6,university program,1
1992,6,very large array (vla),1
1992,6,very low frequencies,1
1992,6,vibrational spectra,1
1992,6,water masers,1
1992,6,x ray imagery,1
1992,6,x ray sources,1
1992,6,x ray stars,1
1992,7,04.30.+x,1
1992,7,34.50.fa,1
1992,7,34.50.rk,1
1992,7,34.70.+e,1
1992,7,52.25.vy,1
1992,7,52.50.jm,1
1992,7,98.70.vc,1
1992,7,98.80.cq,1
1992,7,absorption spectra,1
1992,7,abundance,1
1992,7,abundances,1
1992,7,active galaxies,1
1992,7,anisotropy,1
1992,7,artificial satellites,1
1992,7,astronomical catalogs,1
1992,7,astronomical interferometry,1
1992,7,astronomical models,1
1992,7,astronomical photography,1
1992,7,astronomical photometry,1
1992,7,b stars,1
1992,7,background radiation,1
1992,7,background radiations,1
1992,7,big bang cosmology,1
1992,7,black body radiation,1
1992,7,blue stars,1
1992,7,boltzmann transport equation,1
1992,7,boundary layers,1
1992,7,brightness,1
1992,7,cd,1
1992,7,cepheids,1
1992,7,charge transfer,1
1992,7,chiron,1
1992,7,clocks,1
1992,7,coma,1
1992,7,companion stars,1
1992,7,computational astrophysics,1
1992,7,cooling flows (astrophysics),1
1992,7,coronal loops,1
1992,7,cosmic background explorer satellite,1
1992,7,cosmic dust,1
1992,7,cosmic rays,1
1992,7,cosmic x rays,1
1992,7,cosmology: diffuse radiation,1
1992,7,critical mass,1
1992,7,cygnus constellation,1
1992,7,dark matter,1
1992,7,data correlation,1
1992,7,degrees of freedom,1
1992,7,detonation,1
1992,7,diffuse radiation,1
1992,7,diffusion,1
1992,7,diffusion theory,1
1992,7,doppler effect,1
1992,7,dynamical systems,1
